Origin_Airport_Code,Destination_Airport_Code,Estimated_Duration_Hours,Estimated_Duration_Minutes
MAD,PRG,1,23
AGP,LIS,1,15
ZRH,MAD,4,5
ARN,BRU,1,0
HEL,MUC,1,38
PMI,ALC,1,3
GVA,PRG,2,48
ATH,PMI,1,45
CPH,GVA,2,45
OSL,DUS,1,32
BCN,MUC,1,38
HEL,DUB,1,57
FRA,LHR,1,0
BCN,VIE,3,29
BCN,LIS,2,38
GVA,DUB,3,6
BUD,MAN,1,42
CDG,VIE,1,44
CPH,AMS,2,37
ATH,PRG,1,0
ATH,BRU,1,35
LHR,CPH,4,41
HEL,LGW,2,38
VIE,HEL,2,32
GVA,ARN,1,36
BUD,LHR,3,20
OSL,ZRH,1,36
ZRH,FCO,3,39
LHR,HEL,3,7
MXP,ALC,2,24
WAW,LHR,4,19
HEL,PMI,1,18
BCN,MXP,3,17
OSL,BRU,2,41
LHR,ARN,3,41
OSL,IST,3,13
GVA,LHR,4,14
OSL,DUB,1,52
ZRH,FRA,3,37
BRU,OSL,1,16
FRA,ATH,2,20
PMI,FRA,3,0
MAD,OSL,4,25
FCO,PMI,3,48
CDG,BUD,4,2
BUD,DUS,2,31
DUB,BCN,1,59
PMI,CDG,2,10
BUD,LIS,1,14
LGW,OSL,3,32
ZRH,HEL,1,54
BRU,MAD,3,22
FCO,CPH,4,47
WAW,ALC,1,12
FCO,HEL,2,28
AGP,BUD,2,22
CDG,CPH,1,56
HEL,VIE,1,18
CDG,HEL,3,6
OSL,BUD,2,27
PMI,PRG,2,55
BRU,DUB,1,18
MUC,HEL,1,48
HEL,MUC,1,9
FCO,WAW,1,29
LIS,WAW,4,21
BRU,BCN,4,15
MAN,FRA,1,41
MAD,MUC,4,19
BRU,AMS,1,0
MAN,WAW,2,43
BUD,MUC,4,20
ATH,OSL,3,5
FRA,PRG,1,0
LIS,MAN,2,12
ALC,ARN,3,51
LGW,ATH,3,24
PMI,DUS,2,27
AMS,GVA,3,14
PRG,ARN,2,44
MUC,IST,1,52
FRA,IST,4,29
MAN,MAD,2,9
PMI,VIE,4,15
BUD,LHR,3,57
ARN,LGW,1,13
BUD,CDG,1,49
MAD,ARN,1,9
WAW,GVA,4,26
WAW,OSL,4,10
DUB,MAN,4,9
VIE,HEL,2,29
WAW,VIE,3,53
MUC,PRG,3,38
MUC,PMI,1,20
MAN,LHR,4,28
BCN,MAD,2,7
DUS,BUD,1,25
OSL,ARN,2,22
MXP,ALC,3,53
LHR,BCN,2,51
LHR,OSL,3,29
MAD,DUS,2,16
MXP,MAD,1,37
LHR,MXP,1,31
PRG,FCO,5,8
LIS,FRA,2,56
LHR,AGP,2,53
PRG,BRU,1,13
CDG,ALC,4,27
LIS,IST,3,39
OSL,LGW,4,53
ALC,IST,2,56
ALC,PRG,2,25
CDG,PMI,3,48
WAW,LHR,4,7
LIS,HEL,4,28
PRG,BCN,3,21
AGP,FCO,2,20
ARN,ATH,1,27
WAW,HEL,1,23
IST,DUB,3,51
ALC,LIS,3,37
DUB,WAW,2,10
MXP,MAN,1,48
FCO,LGW,1,20
AGP,DUS,1,0
DUS,BUD,2,15
AMS,ZRH,4,17
LHR,PRG,2,41
ALC,GVA,2,33
LGW,WAW,4,32
AGP,LHR,1,25
CPH,MAN,2,18
BCN,OSL,4,43
DUS,ZRH,3,59
MAD,VIE,2,19
PRG,FRA,3,36
ZRH,AMS,2,46
WAW,MAN,2,38
IST,PMI,3,0
DUS,WAW,2,46
MUC,MAD,1,34
FCO,BCN,1,58
CPH,CDG,2,5
WAW,LGW,4,24
IST,FRA,3,59
FRA,VIE,3,41
LHR,BUD,1,9
LGW,OSL,3,46
DUS,OSL,1,17
MAD,ALC,2,6
CPH,OSL,2,53
CPH,FRA,4,30
ARN,BUD,3,0
ATH,WAW,4,13
BUD,ARN,4,45
MAN,PMI,3,49
AGP,OSL,1,22
VIE,HEL,1,45
DUS,ALC,1,0
LGW,FCO,1,57
PMI,MXP,4,13
PRG,DUS,2,14
LGW,ALC,4,13
GVA,AMS,1,3
MAD,MAN,4,1
DUB,CPH,4,0
PRG,IST,1,17
FCO,PRG,1,31
MAN,ALC,3,58
ZRH,BUD,3,51
LHR,FRA,3,28
VIE,WAW,4,20
AGP,DUB,3,56
MUC,CPH,3,29
PMI,VIE,1,38
CPH,PMI,1,47
WAW,AGP,4,12
ALC,PMI,2,20
MUC,MAN,3,48
MXP,OSL,1,13
DUS,FCO,1,0
PRG,VIE,3,8
DUS,HEL,1,50
MUC,ARN,1,45
IST,DUS,3,59
LIS,AGP,2,34
GVA,ALC,1,22
MAN,LIS,5,9
LIS,CDG,1,38
AMS,OSL,1,2
MUC,HEL,2,11
CDG,FRA,4,19
PRG,CPH,2,50
BUD,AMS,3,53
DUS,FRA,2,12
IST,BRU,1,28
LGW,AMS,4,56
OSL,AGP,4,10
MXP,WAW,1,31
ALC,MAD,3,1
CDG,AGP,1,29
WAW,GVA,1,29
CDG,OSL,2,1
PRG,ARN,2,40
BCN,MXP,1,27
CDG,PRG,2,25
FRA,ALC,2,21
CPH,BCN,3,54
LGW,ALC,3,31
OSL,DUS,2,46
BUD,IST,3,38
AMS,MXP,1,41
FRA,HEL,4,38
OSL,FCO,3,54
ATH,OSL,4,19
BCN,LIS,1,3
OSL,PMI,1,31
DUS,ALC,4,59
AMS,FCO,4,4
GVA,PRG,4,40
BUD,MUC,1,33
MUC,DUS,1,16
IST,PMI,1,0
GVA,PMI,3,34
MAD,FRA,2,33
GVA,MAD,2,17
ALC,MAN,3,27
HEL,BCN,4,0
WAW,PMI,1,23
WAW,HEL,4,20
OSL,ATH,1,43
LGW,BRU,3,25
DUB,MAN,4,29
BRU,MAN,1,16
ATH,AMS,2,55
BRU,AMS,3,55
PMI,MAN,3,29
LIS,OSL,3,54
MUC,HEL,1,22
GVA,BCN,2,51
ATH,PMI,4,1
MUC,DUB,1,0
DUB,MAD,5,11
WAW,FRA,3,15
ALC,LHR,4,49
VIE,ZRH,1,24
CDG,LGW,4,28
AMS,AGP,1,45
PRG,CDG,4,6
OSL,MAN,2,24
BCN,CDG,2,48
FCO,WAW,3,7
MUC,LGW,4,58
LGW,LIS,1,14
DUB,ATH,1,0
MXP,FCO,3,4
OSL,FCO,3,15
MUC,AMS,2,51
BRU,LIS,3,18
ZRH,AMS,2,39
DUB,ARN,3,14
ATH,LIS,4,25
MXP,DUS,2,6
BUD,BCN,2,25
ZRH,HEL,1,42
HEL,DUB,1,45
AGP,PRG,4,57
FCO,AGP,4,39
FCO,ZRH,2,14
FRA,MXP,1,37
OSL,MAD,3,44
DUS,CPH,3,34
FRA,LGW,3,15
GVA,PRG,2,8
BRU,LHR,2,25
PMI,MAD,4,28
MXP,DUS,3,25
BUD,LHR,4,37
HEL,LHR,3,21
OSL,FRA,2,43
ALC,MXP,2,55
BUD,OSL,4,18
BRU,FRA,4,11
AGP,LHR,2,6
VIE,AGP,1,41
DUB,PMI,3,19
DUB,VIE,1,43
ATH,CDG,4,9
HEL,ZRH,2,18
BRU,BUD,3,32
FRA,CPH,4,1
LIS,BRU,3,42
LHR,CDG,3,7
BCN,ZRH,2,5
WAW,VIE,2,49
WAW,BRU,2,29
ALC,CDG,1,56
ARN,DUS,3,38
GVA,FCO,4,46
PMI,MUC,3,12
FRA,AGP,1,48
FRA,MAD,4,10
MXP,BUD,3,28
AMS,FCO,2,10
LIS,BUD,2,2
PMI,BUD,3,29
CDG,BCN,2,19
ARN,ZRH,1,30
AMS,BRU,3,29
GVA,ZRH,1,25
OSL,CPH,1,39
DUB,BRU,4,5
FRA,AGP,3,7
FRA,DUB,2,8
WAW,LIS,1,55
AMS,VIE,4,20
FCO,MXP,3,28
CPH,PMI,3,21
MAD,PRG,2,59
BUD,HEL,2,26
OSL,FRA,2,32
MAN,VIE,3,6
AGP,FRA,2,54
HEL,ATH,3,38
DUB,IST,2,2
BCN,LHR,3,39
MAD,HEL,3,56
FRA,VIE,1,9
VIE,PRG,2,54
ATH,DUB,2,6
CDG,ATH,3,48
HEL,LHR,1,30
ALC,MAN,3,43
BCN,MXP,3,3
MXP,ZRH,1,13
LIS,PRG,4,48
ZRH,IST,3,8
ARN,ALC,1,23
DUB,HEL,3,3
AGP,ZRH,4,58
MAD,WAW,3,46
MAD,MUC,1,10
MXP,LGW,3,17
FRA,LIS,2,14
ZRH,BRU,1,56
CPH,FCO,4,57
FRA,DUB,1,0
MXP,VIE,2,44
PMI,WAW,1,17
HEL,AGP,3,15
AGP,LIS,4,15
LGW,BUD,3,21
MUC,AMS,1,16
IST,ZRH,2,56
LHR,DUS,4,7
MUC,DUB,3,55
FCO,AGP,4,48
MXP,ATH,3,55
AMS,LGW,3,29
VIE,LGW,1,19
PMI,BRU,2,6
WAW,MXP,1,36
VIE,OSL,3,58
ALC,BCN,2,50
MXP,OSL,3,44
ARN,WAW,3,27
MXP,BRU,2,10
CDG,MAN,3,18
LHR,PMI,3,31
ATH,IST,5,5
ZRH,HEL,3,25
HEL,ARN,4,3
GVA,LGW,1,49
LGW,VIE,3,56
GVA,DUB,3,51
PRG,FCO,1,13
GVA,BRU,1,54
BUD,ATH,2,20
ARN,WAW,3,23
LIS,CDG,3,0
FCO,HEL,3,29
AMS,PMI,2,11
ATH,CDG,4,6
DUB,AGP,4,25
BUD,DUB,3,45
MAN,CDG,3,42
LHR,DUB,4,20
CPH,LIS,4,18
GVA,MAD,1,52
ARN,MAN,4,21
DUB,LHR,1,34
MAN,MXP,2,35
CPH,MXP,3,19
PRG,LGW,4,20
MAN,ATH,1,27
OSL,MAD,2,15
PMI,IST,3,42
FRA,LGW,2,57
WAW,PRG,2,49
WAW,MUC,1,33
IST,MAN,1,20
DUS,ATH,2,15
FCO,ARN,2,49
LGW,MXP,1,14
GVA,HEL,3,9
CDG,LHR,3,52
BRU,FCO,3,51
ATH,WAW,1,31
BRU,BCN,2,59
ZRH,PRG,3,43
MAN,PMI,4,48
BCN,IST,3,15
GVA,DUS,3,34
LGW,MAN,1,21
PMI,LGW,3,44
ATH,DUB,4,10
PMI,CDG,2,20
LHR,ALC,5,5
VIE,BRU,3,5
CPH,ALC,4,17
ATH,OSL,2,4
MXP,LIS,1,0
ARN,MAD,1,49
AMS,OSL,2,38
CDG,PMI,1,21
HEL,IST,4,0
BCN,DUB,4,52
ALC,DUS,4,13
AGP,FRA,3,7
AMS,BRU,2,56
AMS,DUS,4,11
BUD,AGP,3,19
VIE,ATH,4,20
ZRH,BCN,3,32
BRU,LHR,1,49
DUS,AGP,4,16
BRU,LIS,2,9
BRU,ARN,3,25
LHR,VIE,3,18
LGW,MXP,2,8
PRG,AMS,3,11
ZRH,FCO,1,25
FRA,BCN,2,56
ATH,BUD,1,54
LGW,CDG,4,48
CPH,WAW,4,45
BCN,MUC,3,40
MAN,BCN,4,36
WAW,MUC,1,58
AGP,FRA,1,23
WAW,FCO,1,37
LHR,ARN,2,33
ATH,AGP,3,23
BRU,AMS,2,1
PMI,PRG,1,39
LIS,ATH,2,4
IST,FRA,3,36
BUD,ZRH,2,38
MUC,AMS,1,52
HEL,MAN,4,15
IST,PMI,3,53
BRU,WAW,3,10
IST,FRA,1,38
ALC,FCO,3,1
DUB,PMI,3,48
BCN,HEL,1,27
DUS,OSL,1,57
OSL,BRU,3,52
IST,FCO,1,36
ZRH,LGW,3,55
DUB,CDG,3,44
MUC,FRA,3,14
MAD,CPH,2,12
LHR,LGW,4,6
PRG,WAW,1,20
MUC,BRU,3,23
FRA,ALC,2,45
WAW,MUC,1,10
PRG,BUD,2,6
BUD,BCN,2,40
BUD,CPH,4,9
VIE,MUC,2,4
AGP,IST,4,26
WAW,LGW,5,6
FRA,ZRH,3,12
FRA,LGW,2,12
BUD,MAN,2,58
MAD,IST,3,43
FRA,FCO,1,18
WAW,BCN,3,38
VIE,ZRH,2,13
CPH,CDG,4,3
LHR,IST,4,3
ARN,PMI,4,57
FCO,HEL,1,18
IST,DUB,1,27
FRA,FCO,1,11
FCO,CPH,1,0
FRA,ATH,1,27
BUD,CPH,2,22
MUC,LGW,4,28
LGW,AMS,4,22
FCO,AGP,3,58
PRG,FCO,3,30
DUS,LIS,3,19
OSL,DUB,4,34
PRG,DUS,2,47
OSL,ZRH,2,52
DUS,AGP,4,33
PRG,BCN,5,6
GVA,FCO,3,49
VIE,BUD,1,53
MAD,CPH,2,56
CDG,MAN,4,42
ALC,IST,1,0
ZRH,ATH,5,4
ZRH,PRG,4,27
AMS,FRA,3,26
ALC,ATH,2,57
MXP,ATH,2,29
ZRH,MAD,1,49
LGW,ATH,3,43
AMS,PRG,3,17
IST,AGP,2,15
ARN,BCN,3,49
CPH,CDG,2,11
ATH,ZRH,1,52
VIE,GVA,3,3
FCO,DUS,1,54
CPH,ZRH,4,32
LHR,OSL,2,15
DUS,ATH,1,0
VIE,PRG,2,32
MXP,BCN,1,57
ALC,WAW,3,25
WAW,MUC,3,7
ATH,FRA,2,57
CDG,FRA,1,49
DUB,ATH,2,36
OSL,AGP,3,44
HEL,CPH,3,32
HEL,CPH,1,43
CPH,LIS,1,23
VIE,HEL,3,50
DUS,GVA,4,42
FRA,WAW,5,2
MAN,OSL,2,45
BCN,AGP,1,13
MUC,BRU,4,13
BRU,PMI,2,11
MXP,MAD,3,42
ATH,CDG,5,0
HEL,MUC,3,39
PMI,CDG,1,40
BCN,AMS,2,56
AMS,ALC,4,17
BUD,PMI,4,27
ZRH,DUB,1,10
MXP,DUB,3,40
DUS,BRU,4,4
PMI,GVA,1,15
MAN,AGP,3,17
AMS,OSL,3,30
MAD,ARN,2,19
AMS,BCN,3,29
CPH,MUC,1,10
CDG,ARN,1,39
ARN,FCO,2,29
ATH,AMS,4,24
LGW,FRA,2,39
LHR,CPH,2,57
DUS,WAW,3,14
ZRH,AMS,1,58
MAD,ATH,2,23
BRU,MXP,3,39
LHR,ZRH,1,16
AMS,FRA,2,40
LGW,HEL,4,3
FCO,ZRH,1,59
FRA,VIE,2,58
LHR,LGW,3,26
ZRH,FRA,1,10
LHR,GVA,3,17
WAW,ATH,2,3
CPH,GVA,4,3
ZRH,FRA,2,37
DUS,FRA,2,3
MUC,VIE,4,14
LHR,FCO,3,58
AMS,MAD,3,1
GVA,HEL,1,29
PMI,FCO,2,48
ARN,DUB,4,21
LGW,AMS,1,18
MXP,MUC,1,37
ATH,MUC,4,58
OSL,VIE,4,3
ALC,PMI,3,54
WAW,BCN,1,21
ALC,AGP,3,52
HEL,AGP,1,52
PMI,OSL,4,37
BCN,DUB,2,24
PMI,BRU,3,27
ALC,MAN,2,2
FCO,PRG,2,51
DUB,ARN,3,56
CDG,MXP,2,18
ZRH,HEL,2,26
OSL,DUS,1,21
CPH,BCN,2,48
ARN,BUD,4,18
MAD,PMI,3,25
MAN,ARN,1,43
ALC,IST,4,58
OSL,DUS,2,52
FCO,LHR,2,28
FRA,BUD,2,17
ATH,DUB,5,12
ARN,IST,1,0
DUS,HEL,1,32
AGP,GVA,2,23
LIS,AGP,4,59
CDG,BUD,3,47
MAN,BCN,2,51
CPH,ZRH,2,56
FCO,ATH,4,32
PMI,ALC,2,19
CPH,FCO,4,34
WAW,ZRH,2,20
ARN,HEL,2,28
FCO,LHR,3,41
AMS,MUC,3,27
GVA,AGP,1,13
ATH,GVA,1,43
CDG,LGW,2,23
AMS,BUD,3,52
LGW,AGP,1,24
AGP,MAD,2,53
CPH,MXP,3,35
ALC,BCN,1,33
BRU,PRG,4,2
AMS,FCO,1,56
AGP,IST,2,39
MUC,ALC,1,0
AMS,ZRH,2,19
CDG,BCN,1,8
MXP,FRA,1,34
HEL,MXP,4,1
IST,MUC,4,58
AMS,CPH,3,12
MAN,DUS,2,14
ARN,BRU,1,28
FCO,BRU,1,40
DUS,BRU,3,30
ARN,BUD,3,16
WAW,CPH,1,0
FCO,CPH,2,0
AMS,FRA,1,45
ZRH,CPH,2,22
LIS,PRG,3,29
ARN,CPH,3,27
MAD,DUB,4,13
GVA,BRU,4,24
GVA,WAW,3,24
IST,PMI,3,47
IST,AGP,4,41
CDG,HEL,1,29
ARN,LGW,3,39
AGP,WAW,3,36
VIE,WAW,2,28
PMI,GVA,1,0
MUC,PRG,1,31
AGP,MXP,4,6
PMI,PRG,1,17
CPH,ATH,3,56
LIS,PMI,1,11
BCN,FCO,4,15
DUB,OSL,4,3
AMS,HEL,3,6
LHR,AGP,2,7
DUS,ARN,1,32
BCN,PRG,3,40
CDG,PRG,2,12
IST,OSL,3,9
VIE,ALC,1,27
GVA,BRU,1,38
MUC,WAW,1,14
FCO,ARN,1,11
LHR,PMI,3,38
OSL,ARN,1,9
CDG,ZRH,3,33
MUC,ZRH,3,55
DUS,OSL,2,58
ALC,GVA,1,59
LGW,IST,1,36
MAN,LHR,1,21
LIS,GVA,3,37
FCO,DUS,3,15
GVA,FCO,1,31
FRA,LGW,1,45
DUS,GVA,3,40
AGP,PMI,3,12
DUB,CPH,4,23
BCN,AGP,1,31
WAW,BUD,2,16
VIE,MXP,4,22
CDG,BUD,4,56
LIS,ATH,1,51
MUC,WAW,2,12
MUC,PRG,4,9
DUB,AGP,3,2
HEL,ATH,3,20
FRA,HEL,3,1
LHR,MAN,1,33
PMI,VIE,2,15
DUS,ZRH,4,17
LGW,BRU,5,12
OSL,DUB,1,16
FCO,VIE,4,30
DUS,ZRH,4,28
DUB,MXP,3,48
MAN,MXP,3,17
IST,ATH,2,37
AMS,MAD,1,38
FRA,MUC,1,37
BRU,VIE,2,52
LHR,MAD,4,14
MXP,DUS,2,25
LGW,MAD,2,0
MAN,LHR,3,15
WAW,LGW,2,20
MAN,OSL,3,45
MUC,FCO,1,58
MUC,FCO,4,4
MXP,BRU,4,28
ZRH,DUS,3,33
DUB,DUS,4,48
CDG,MXP,4,27
DUB,AMS,1,40
AGP,PMI,2,20
PRG,MAN,2,22
BCN,ALC,3,8
OSL,MAD,2,11
PRG,OSL,3,7
ARN,MAN,1,47
CDG,BUD,3,51
DUS,LGW,2,14
CDG,LIS,3,37
MAD,ARN,2,11
MAD,BUD,3,20
ARN,BCN,3,20
PRG,AMS,3,23
AMS,DUB,3,36
DUS,MXP,1,41
HEL,OSL,3,44
HEL,FCO,3,42
OSL,AGP,2,13
GVA,AGP,2,24
MAD,WAW,4,6
LHR,CPH,4,28
FRA,AGP,4,37
DUS,FCO,4,24
MUC,AGP,1,49
BRU,MAD,1,19
VIE,ALC,3,22
CDG,VIE,2,1
PRG,HEL,2,23
FRA,MUC,4,23
FRA,ALC,4,13
OSL,LGW,2,59
PRG,LHR,3,3
OSL,LIS,2,10
OSL,CDG,2,41
WAW,PRG,1,23
DUB,IST,1,51
GVA,HEL,3,30
LGW,ATH,3,14
WAW,ARN,3,44
MAN,BRU,1,55
HEL,DUB,2,15
BCN,LHR,1,9
AMS,PMI,2,8
MXP,AMS,1,11
DUS,CDG,2,33
AMS,FRA,3,50
AMS,PRG,1,7
MAD,DUS,3,58
LHR,BUD,1,26
FCO,BUD,1,23
LGW,AMS,4,6
DUB,AGP,4,24
AMS,ATH,1,21
VIE,DUS,1,35
ARN,PRG,2,22
GVA,ATH,3,40
MXP,OSL,3,20
MAD,OSL,1,11
MAD,LHR,3,44
LHR,BCN,3,18
FCO,DUS,4,32
DUB,MAN,1,49
MAD,GVA,5,3
ATH,PRG,3,39
CPH,DUS,4,13
PRG,FCO,3,26
DUB,LHR,1,7
IST,WAW,2,33
GVA,MAN,2,31
AGP,CPH,3,5
WAW,ARN,2,15
MAN,BCN,2,34
PMI,LIS,1,18
VIE,LIS,1,10
VIE,OSL,2,24
IST,MAD,2,44
MXP,FRA,3,34
OSL,LHR,3,30
LGW,MUC,1,34
ZRH,VIE,3,16
ARN,PRG,2,15
AMS,OSL,4,28
HEL,BUD,3,58
FCO,MUC,1,36
BCN,DUB,2,39
ARN,GVA,2,13
MXP,DUB,2,17
DUB,MXP,1,13
ALC,MXP,3,30
CPH,BRU,2,46
MXP,PRG,1,41
PMI,LIS,4,27
MAD,BUD,3,15
AMS,MAN,1,57
BUD,ALC,1,9
FCO,ATH,4,38
DUB,PRG,2,52
DUS,PMI,2,52
OSL,MAD,4,32
ATH,DUB,1,8
MXP,CPH,3,58
LHR,PMI,4,14
PRG,PMI,1,52
BCN,LHR,4,13
HEL,BCN,1,34
IST,ARN,2,37
BUD,LIS,4,13
AGP,MAD,1,19
BRU,ARN,2,6
BUD,AMS,1,18
ZRH,MAD,3,20
DUB,FRA,1,58
LGW,WAW,1,58
BCN,ALC,4,31
ARN,VIE,3,30
ZRH,BCN,2,51
IST,VIE,4,17
LIS,DUB,1,58
ARN,CDG,3,35
MAD,PMI,4,7
MXP,CDG,2,55
VIE,DUB,3,14
ZRH,LGW,1,39
ZRH,MAD,3,50
ALC,DUS,5,8
ATH,MUC,2,28
PRG,ARN,1,48
OSL,BUD,2,58
LIS,FCO,4,30
FRA,WAW,2,40
DUB,CDG,1,11
PRG,MAD,2,31
MAN,CDG,1,40
CPH,LHR,2,36
MAN,MAD,4,36
WAW,CPH,2,24
BUD,AGP,3,25
OSL,BCN,4,33
LIS,MAD,5,11
ALC,ZRH,2,5
LGW,AMS,3,52
DUS,BCN,1,32
ZRH,CDG,3,41
MXP,VIE,2,55
CPH,BRU,1,50
FRA,MUC,4,37
BRU,ARN,1,50
LIS,ATH,4,40
BRU,CPH,1,54
ARN,MAD,4,13
VIE,FCO,3,29
WAW,MUC,2,41
BRU,IST,2,57
MAN,BCN,2,31
FCO,DUS,3,58
DUB,BCN,2,15
FRA,MAN,3,18
LHR,MUC,4,10
ATH,MXP,1,39
GVA,LIS,1,11
HEL,GVA,3,30
PMI,OSL,5,4
ALC,PMI,2,16
AMS,LHR,4,18
BRU,LGW,4,21
AMS,ZRH,3,43
FRA,LIS,2,28
GVA,LHR,2,20
ALC,LHR,1,29
WAW,FCO,3,8
MXP,IST,4,43
AMS,LIS,2,51
ALC,CDG,2,13
LIS,OSL,3,7
VIE,AGP,1,18
ARN,AMS,3,58
OSL,BUD,4,37
LIS,BUD,3,10
ZRH,PMI,2,10
CPH,OSL,2,38
BUD,GVA,3,31
ARN,MUC,2,24
AMS,GVA,3,57
ZRH,FCO,4,49
OSL,MXP,4,7
MAD,DUS,3,53
LGW,AGP,3,4
DUS,ALC,4,16
DUS,BUD,4,50
WAW,HEL,2,24
MUC,CPH,4,2
BRU,FRA,2,10
GVA,CDG,4,53
BRU,FCO,4,48
LHR,LIS,2,35
PMI,MUC,3,2
BCN,HEL,3,59
CDG,VIE,5,1
ATH,MXP,3,21
PRG,LIS,3,48
OSL,DUB,1,52
HEL,FRA,3,0
GVA,MXP,2,9
DUB,FCO,2,44
DUB,AMS,4,15
HEL,GVA,1,38
LIS,AGP,4,21
BRU,ALC,3,31
DUS,GVA,4,25
BRU,IST,2,57
ARN,IST,3,56
BRU,CPH,1,3
PMI,AGP,4,19
VIE,MUC,4,47
AMS,LGW,2,48
PMI,LGW,3,32
DUS,LGW,1,29
ALC,HEL,2,25
DUS,CDG,3,45
CPH,WAW,1,59
BRU,CPH,5,4
FRA,MUC,3,52
LGW,ZRH,1,44
HEL,FCO,2,30
AGP,HEL,3,14
BCN,BRU,4,58
MAN,ATH,2,56
PRG,BUD,1,29
BRU,WAW,3,16
DUS,MAN,1,0
IST,CPH,4,10
MAD,BCN,2,14
LGW,OSL,2,12
ATH,DUB,4,8
GVA,HEL,2,48
WAW,MAN,2,16
AGP,MAD,2,45
LHR,BUD,4,22
BRU,FCO,1,14
LIS,DUB,1,59
WAW,ZRH,1,19
ALC,VIE,1,46
GVA,CDG,4,17
ARN,CPH,4,25
BRU,WAW,3,24
ARN,PMI,1,30
ZRH,MAD,3,3
LIS,DUS,4,30
PRG,MXP,2,45
LGW,MAN,3,58
ARN,LGW,2,24
MXP,LHR,1,0
GVA,DUB,3,41
BRU,MUC,2,57
FCO,ZRH,1,0
AMS,MAD,1,39
BUD,CDG,2,30
ZRH,ALC,4,23
BCN,MAD,1,17
PMI,BUD,4,9
MAD,AMS,2,1
WAW,HEL,3,20
LGW,LHR,3,50
OSL,BCN,1,34
BRU,ZRH,1,9
PMI,WAW,1,23
MAN,PRG,1,17
MAD,WAW,3,55
BUD,WAW,1,30
LHR,ATH,2,38
ALC,FRA,4,29
MUC,PMI,3,51
IST,FRA,2,22
GVA,MXP,4,36
CDG,DUB,3,28
MAD,PMI,2,33
AGP,MUC,2,34
DUS,MUC,3,1
ALC,PMI,2,4
IST,DUB,3,43
LHR,PMI,1,6
ALC,BRU,1,24
FRA,GVA,1,11
ARN,IST,2,22
PRG,GVA,3,48
LGW,BUD,1,14
PMI,LGW,2,52
MUC,PRG,2,43
AMS,LHR,2,49
PMI,DUB,2,44
MAD,ATH,2,49
ATH,LHR,1,13
IST,HEL,2,26
MAD,BRU,4,39
IST,BUD,1,36
BCN,DUB,3,3
OSL,MUC,1,35
ZRH,DUB,3,34
MAD,LIS,1,56
MXP,GVA,4,22
BRU,GVA,3,4
DUS,IST,1,9
ARN,LHR,1,50
MUC,PRG,4,13
DUS,BUD,3,14
AMS,FCO,2,19
DUB,WAW,2,56
ATH,BUD,2,37
CPH,PRG,3,46
HEL,LHR,4,1
HEL,OSL,1,21
MAD,PMI,2,39
BUD,LGW,1,10
HEL,MAD,3,2
ZRH,DUB,1,44
MUC,ZRH,3,11
PMI,GVA,5,6
AMS,LHR,3,42
ARN,ALC,2,1
WAW,MUC,3,51
AGP,MAD,3,0
WAW,LHR,3,44
AMS,MXP,4,19
BUD,ALC,3,40
MXP,PRG,3,29
CPH,ZRH,2,13
MAN,IST,1,43
IST,ALC,2,4
CPH,PMI,3,20
ZRH,DUS,4,4
GVA,CDG,3,27
MXP,MAD,1,0
PMI,BCN,3,5
BRU,BCN,1,9
AGP,ARN,3,45
MUC,HEL,2,40
MAD,CDG,2,47
AMS,LGW,2,0
BRU,FCO,4,50
OSL,DUB,2,45
VIE,BUD,1,24
CDG,BUD,4,25
LGW,PMI,2,58
GVA,LIS,1,33
ATH,HEL,4,48
BUD,OSL,3,35
OSL,FCO,2,33
CDG,BUD,3,38
BUD,DUB,2,25
DUB,LHR,1,49
LGW,CPH,4,8
FRA,ZRH,2,1
CPH,BUD,2,33
ALC,FRA,1,3
BCN,DUS,4,26
ATH,MUC,2,43
LIS,FRA,2,7
BUD,OSL,3,46
FCO,MUC,3,36
ZRH,PMI,1,29
DUB,ARN,2,25
MAD,CDG,3,52
CDG,AGP,4,19
ARN,LIS,2,0
ATH,CPH,3,13
MXP,WAW,2,4
BCN,PMI,3,37
CPH,LHR,2,36
GVA,BUD,4,3
LGW,AMS,1,39
DUB,ARN,5,11
AMS,MAD,3,20
AMS,LIS,3,26
OSL,LGW,5,0
IST,BRU,1,46
BCN,DUS,1,12
MAD,LIS,4,37
IST,DUS,2,52
AMS,PMI,4,31
PMI,MAD,2,39
LHR,DUB,1,47
CDG,IST,2,45
LGW,DUB,1,10
MAD,HEL,1,32
DUS,WAW,2,2
LHR,MAN,1,46
BRU,BUD,4,30
LIS,BCN,4,35
MXP,CDG,1,43
FRA,GVA,4,38
LIS,DUS,4,24
MAD,LHR,1,43
ZRH,MAN,1,26
BUD,LIS,1,26
ZRH,ATH,2,58
CDG,FCO,1,27
ALC,AMS,3,39
MXP,OSL,4,53
FCO,LIS,2,17
VIE,LGW,2,58
OSL,LGW,2,50
WAW,LIS,1,0
ALC,DUS,5,8
PRG,LIS,4,35
AMS,ALC,4,4
BCN,FCO,1,21
FCO,LGW,1,43
LGW,OSL,1,35
DUB,IST,5,1
AGP,PMI,4,42
FRA,BCN,1,25
FRA,VIE,1,34
MAD,MUC,4,26
MUC,MAD,4,26
OSL,BCN,2,33
GVA,HEL,3,54
BCN,DUS,2,27
ZRH,LHR,2,3
GVA,FRA,5,1
